Url,Package_Title,Price,Duration,Reviews,Rating,Highlights,Itinerary
https://www.nepaltour.info/tours/nepal-buddhist-tour/,Nepal Buddhist Tour,$930.00,,1 review,5.00 based on 1 review,,"Day 01: Arrive Kathmandu, transfer to hotel. O/N Hotel.After your arrival at the airport of Kathmandu, you will find our guide and driver waiting for you at the exit holding a sign with your name on it. A brief introduction will be presented to you on the way to the hotel. Enjoy a welcome drink and spend the rest of day at the hotel or stroll around for some fun.Meals: No meals included today,Day 02: After breakfast, visit Boudanath and Kopan Monastery.Kopan Monastery was founded by Lama Yeshe and Lama Zopa Rimpoche in 1970 as a center of Buddhist Teachings. Meet Senior Lama and orientation on Buddhism at Kopan Monastery. Lunch will be served (vegetarian). Evening return back to Hotel. O/N Hotel.,Day 03: After breakfast, drive to Namoboudha (45Kms).Buddhists call it “Tamangligi”, the famous Buddhist spot, where Lord Buddha (on 7th re-incarnation) sacrificed his body to hungry Tigress and its cubs. Evening return to hotel. O/N Hotel.,Day 04: After breakfast, visit Pharping Monastery and; Swayambhunath (Monkey temple).The Buddhist history says, Milerapa from Tibet took one night shelter in the cave, and accordingly blessed this monastery. Hindus have their version that it was Pancha Pandav who had visited this place. Vegetarian lunch will be served then we back swayambhunath Temple for buddhist sightseeing tour, the oldest Buddhist Stupa in Nepal in Evening return to hotel. O/N Hotel.,Day 05 : Fly Kathmandu to Bhairahawa and a short drive to Lumbini.Upon arrival Lumbini, we transfer you to the hotel, check-in and then we go walking through the Sacred Lumbini Garden where the Buddha was born converges on the Ashoka pillar, visit the Maya Devi Temple with its bas-relief sculpture depicting Maya Devi holding on with her right hand to a branch of pipal tree and giving birth to the infant Buddha who stand up on a lotus pedestal.,Day 06: Lumbini Full Day Visit.After breakfast, we begin the trip by driving away, 27km west of Lumbini; visit the important archaeological site, Tilaurkot, the ancient palace of King Suddodha (Siddhartha Gautam’s father), where the Buddha spent his formative years as a Shakya Prince. Allow yourself for a moment to wander around and soak the atmosphere. There’s a museum nearby, The Kapilvastu Museum; the pottery, jewelry and ornaments are gathered in-house. End up the remarkable tour in Tilaurkot by visiting the shrines, monasteries and stupa near the sacred garden.,Day 07: Drive Lumbini to Bhairahawa and Fly back Kathmandu.After breakfast, we moved to Bhairahawa to get our flight in Kathmandu. nepaltour.info recommended you should take a flight for Kathmandu – Bhairahawa – Kathmandu because by road sometime a strike by the people. Check-in at hotel, rest of the day is at your own leisure.,Day 08: Depart Kathmandu.After breakfast, rest of day is at leisure until we pick you up at the hotel and then transfer to airport for your next stop."
https://www.nepaltour.info/tours/heli-sightseeing-pokhara/,Heli Sightseeing Pokhara,$530.00,,1 review,5.00 based on 1 review,,Heli Sightseeing Pokhara
https://www.nepaltour.info/tours/disabled-holidays/,Disabled Holidays,$786.00,,,,,Itinerary will update soon
https://www.nepaltour.info/tours/mera-peak-climbing/,Mera Peak Climbing,"$2,610.00",,1 review,5.00 based on 1 review,"Sherpa Buddhism, ancient monastery, Local sherpa and their life styles.,Island Peak (also known by its local name Imja Tse) is the perfect introduction to Himalayan mountain climbing,Spectacular views of Everest, Lhotse, Makalu and many 7,000 m+ peaks,The historic Tengboche monastery.,Experience traditional high-Himalayan Sherpa culture in the towns of the Khumbu region,Customize to create the ultimate Himalayan trekking and mountaineering expedition","Day 01: Arrival to Kathmandu and; transfer to hotel. (1400m approx.)Day 02: Kathmandu Sightseeing tour and; Permit Preparation dayDay 03: Fly Kathmandu to Lukla(2810m) and Trek to Paiya (2,730m) – 4 hours hike.Day 04: Trek Paiya to Panguam (2,850m) – 6 hours trek.Day 05: Trek Panguam to Nagindingma (2,650m) – 5 hours trek.Day 06: Trek Nagindingma to Cholem Kharka (3,350m) – 7 hours trekDay 07: Trek Cholem Kharka to Khola Kharka (3,930m) – 7 hours trekDay 08: Trek Khola Kharka to Kothe (4,180m) – 7 hoursDay 09: Trek Kothe to Thaknak (4,350m) – 4 hours hike.Day 10: Trek Thaknak to Khare (5,045m) – 4 hours hike.Day 11: Rest and acclimatization in Khare.Day 12: Trek Khare to Mera Base Camp (5,300m) – 4 hours Climb.Day 13: Mera Base Camp to High Camp (5,780m) – 5 hours Climb.Day 14: Mera High Camp to Mera Summit (6,461m) and back to Khare – 8-9 hrs ClimbDay 15: Trek from Khare to Kothe – 5 hours hike.Day 16: Trek Back Kothe to Chetwarwa (3,580m) – 7 hours trek.Day 17: Trek back Chetarwa to Lukla(2810m) – 7 hours trek.Day 18: Fly back to Kathmandu (1400m approx.).Day 19: Final departure to home."
https://www.nepaltour.info/tours/kathmandu-pokhara-chitwan-tour/,Kathmandu Pokhara Chitwan Tour,$730.00,,2 reviews,5.00 based on 2 reviews,,"Day 01: Arrival in Kathmandu and transfer to hotelAfter your arrival at the airport of Kathmandu, you will find our guide and driver waiting for you at the exit holding a sign with your name on it. A brief introduction will be presented to you on the way to the hotel. Enjoy a welcome drink and spend the rest of day at the hotel or stroll around for some fun.Meals: No meals included today,Day 02: Kathmandu valley cultural tour.Kathmandu is the capital of Nepal surrounded by mountain with a pleasant climate. This morning, we will drive five kilometers to visit the Pashupatinath temple, the largest Hindu temple and the most famous Shiva shrine of Nepal. All the palaces in the temple are forbidden to be entered except for Hindus. Next, you will visit the following sightseeing spots: Boudhanath stupa, a place for daily worship of Buddhist; Swoyambhunath Monkey Temple, where you can get a perspective of the whole city from the top point and the Himalayan ranges. The afternoon schedule will be the Patan Durbar Square, Bhaktapur Durbar Square, Nyatapole temple and Krishna temple.Meals: Breakfast,Day 03: Drive Kathmandu to Pokhara (200km)Today your journey will be extended to Pokhara, one of the most popular tourist destinations 200 kilometers away from Kathmandu. En route, you will take a cable car to visit the Manakamana temple. Check into a local hotel upon arrival in Pokhara. Then take a leisurely walk along the lake and enjoy the stunning mountain sceneries around.Meals: Breakfast,Day 04: Full day Pokhara tour.Early morning, we will transfer to Sarangkot to witness the magnificent Sunrise view over the Himalayas. Then start Pokhara city tour with a visit to Bindabasini temple, which is one of the most ancient temples as well as the most famous temple in Pokhara. Then explore the Seti George, Mahadev cave and Devi’s fall. At last, come to the Fhewa Lake and take a boat to appreciate the reflection of the snow mountain if you are interested.Meals: Breakfast,Day 05: Drive Pokhara to ChitwanToday you will leave Pokhara for Chitwan and lodge in a jungle resort. A welcome drink will be offered on your arrival. Then enjoy a palatable meal around noon and take a good rest to get ready for the upcoming jungle adventure.Meals: Breakfast, Lunch, Dinner,Day 06: Full day wildlife activities in ChitwanEstablished in 1962, Chitwan National Park is the first national park and the largest safari park of Nepal. It used to be a royal garden and opened to the public aiming to protect the endangered one-horned rhinoceroses originally. In 1984, the park was included in the List of World Heritage as natural heritage by UNESCO. There are several interesting recreational activities including elephant riding, canoe drifting and jungle safari, which will offer you an opportunity to spot the rare Bengal tigers, wild elephant, rhinoceros, crocodiles and other wildlife. The local guide or mahout will give you some information during journey and help you to locate the animals in the park. Next you will come to the Elephant Breeding Center to see the baby elephants. After a short break at the lodge, you will round up your jungle expedition with a visit to the Tharu village where you may enjoy a local dance performance called “Tharu Tribal Dance”.Meals: Breakfast, Lunch, Dinner,Day 07: Drive Chitwan to KathmanduWake up early and get a fresh morning with a cup of tea. We will drive 5 hours to transfer back to Kathmandu and check in the hotel. The rest of the day is free for your own arrangement.Meals: Breakfast, Lunch and; Dinner,Day 08: Departure from KathmanduA comfortable private transfer to the airport is provided for you today. Our guide will see you off and help you to board your onward flight.Meals: Breakfast"
https://www.nepaltour.info/tours/pokhara-to-annapurna-helicopter-tour/,Pokhara to Annapurna Helicopter Tour,$410.00,,1 review,5.00 based on 1 review,,"8:00 AM: Fly from Pokhara airport to Annapurna Base Camp8:30 AM: Land at Annapurna Base Camp9:00 AM: Helicopter fly back Annapurna Base Camp to Pokhara9:30 AM: Pokhara Airport Land,Private Annapurna base camp helicopter tour available from Kathmandu airport too with extra cost."
https://www.nepaltour.info/tours/langtang-valley-trek/,Langtang Valley Trek,$680.00,,1 review,5.00 based on 1 review,,"Day 01: Arrival in Kathmandu – 1,300m/4,264 ftDay 02: Kathmandu Sightseeing and; Preparation for the TrekDay 03: Drive to Syabrubesi (1,550m/5,100ft): 145 km/ 7 hrsDay 04: Trek to Lama Hotel (2,380m/7,830ft): 6 hrsDay 05: Trek to Mundu (3543m/11,621ft) via Langtang village (3,430m/11,253ft): 6-7 hrsDay 06: Trek to Kyangjin Gompa (3,870m/12,697ft): 3 hrs. Explore the area.Day 07: Explore Tserko Ri (5000m/16,404ft): 7-8 hrsDay 08: Trek back to Lama Hotel: 6/7 hrsDay 09: Trek back to Syabrubesi: 5 hrsDay 10: Drive Syabrubesi to KathmanduDay 11: Final Departure"
https://www.nepaltour.info/tours/lumba-sumba-trek/,Lumba Sumba Trek,"$2,230.00",,,,,"Day 01: Arrive in Kathmandu international airport and transfer to hotel.Day 02: A free day to explore Kathmandu. Guided sightseeing tour of the city.Day 03: Fly to Bhadrapur in south-east Nepal. Drive across the Terrai to Phidim.Day 04: Drive to Taplejung (1775m). Meet the crew and trek to Mitlung (900m).Day 05: Trek beside the Tamur River to Chiruwa (1245m).Day 06: Trek via the village of Lelep to our camp in a clearing near Lumthang (1800m).Day 07: Trek via the village of Ela Danda to a camp at Selep Kharka (2600m).Day 08: Trek beside the Tamur River to the Bhotia settlement of Olangchung Gola (3200m).Day 09: A rest day at Olangchung Gola and a chance to visit the monastery.Day 10: Trek to ‘Junction Camp’ at the confluence of the Tamur with the Dinsamba Khola (3700m).Day 11: Trek beside the Dinsamba Khola to Tangchetar (4200m).Day 12: Trek to Tanchedanga with views back to Jannu (4650m).Day 13: Cross the Lumba Sumba La (5180m) to Selele (4500m).Day 14: Trek down to the Chejung Khola and on to the village of Thudam (3500m).Day 15: A long day of trekking with views of Makalu to a camp at Yak Kharka (2700m).Day 16: Trek down to the Arun River and up via the village of Chyamtang (2250m).Day 17: Trek above the Arun River to Honggong (2100m).Day 18: Trek to Hatiya and onwards beside the river to Barun Bazaar (1100m).Day 19: Trek via Gola and the Gurung village of Pathibhara to Gadhi (1170m).Day 20: Our final morning of trekking to the village of Num (1560m). Drive to Tumlingtar.Day 21: Fly from Tumlingtar to Kathmandu.Day 22: Free day in Kathmandu for sightseeing, shopping or relaxing.Day 23: Final departure your home country."
https://www.nepaltour.info/tours/kanchenjunga-trek-itinerary/,Kanchenjunga Trek Itinerary,"$3,340.00",,,,,"Day 01: Arrival in Kathmandu (1,300m /4,264 ft)Day 02: Kathmandu: sightseeing and trek preparationDay 03: Fly from Kathmandu to Bhadrapur (2,420m/7938ft), Drive to Taplejung; 45 min flight and; 9 hours driveDay 04: Taplejung to Lalikharka (2265m/7,431ft): 4 – 5 hours trekDay 05: Lalikharka to Khesewa (2120m/6,955ft): 5 – 6 hours trekDay 06: Khesewa to Mamankhe (1785m/5,856ft): 5 – 6 hours trekDay 07: Mamankhe to Yamphudin (2080m/6824ft): 4 -5 hoursDay 08: Yamphudin to Tortong (2,995m/9,826ft): 7 -8 hoursDay 09: Tortong to Cheram (3,870m/12,696ft): 2 -3 hoursDay 10: Cheram: Acclimatization and RestDay 11: Cheram to Ramchaur (Ramche) (4,580m/15,026ft): 3 – 4 hoursDay 12: Ramchaur (Ramche) to Yalung Base Camp (4500m), back to Cheram: 3 – 4 hoursDay 13: Cheram to Sele La (4290m/ 14,074ft) : 6 -7 hoursDay 14: Sele La to Ghunsa (3,595/11,794) : 2 -3 hoursDay 15: Ghunsa to Kambachen (4,050m/13,287ft) : 5 -6 hoursDay 16: Kambachen to Lhonak (4,780m/15,682ft) : 5 -6 hoursDay 17: Kanchenjunga base camp, overnight at Pangpema (5,143/16,873ft): 6 -7 hoursDay 18: Pangpema to Lhonak : 3 – 4 hoursDay 19: Lhonak to Ghunsa (3475m/11,400ft) :6 -7 hoursDay 20: Ghunsa to Amjilosa (2,308m/7,572ft) : 5 -6 hoursDay 21: Amjilosa to Chirwa (1,270m/4,166ft) : 6 -7 hoursDay 22: Chirwa to Taplejung via Mitlung (921m/3020 m): 7 -8 hours trekDay 23: Taplejung to Bhadrapur: 9 hours driveDay 24: Fly to KathmanduDay 25: Final departure"
https://www.nepaltour.info/tours/ghorepani-poon-hill-trek/,Ghorepani Poon Hill Trek,$780.00,09 Nights / 10 Days,2 reviews,5.00 based on 2 reviews,,"Day 1: Kathmandu Arrival (1300m)Our company representative will be on standby with our vehicle and; a sign-board plaque displaying our your name and; company’s name at the Airport to pick you up and transfer you to your Hotel. After you’ve freshen up, a senior executive from the office will give you a short briefing about your whole program. Get familiar with your surroundings, rest or take a short stroll down the road. Your first overnight at your hotel in the valley of the gods.Hotel – Included.,Day 2: Full Day Kathmandu Sightseeing (Full Day).Today’s Attractions: Pashupatinath Temple, Boudhanath Stupa, Swayambhunath Stupa, Patan Durbar Square, Kathmandu Durbar Square,After breakfast, we proceed for a Full Day Kathmandu sightseeing where you will visit Pashupatinath temple, Boudhanath Stupa, Swayambhunath Stupa (monkey temple), Patan Durbar Square and Kathmandu Durbar Square. Some of these ancient monuments are UNESCO declared World Heritage sites and; stand to display the rich history of this ancient valley. Kathmandu is a wonderful mix of different cultures and; ancient traditions. Overnight stay at HotelTour time: 6 hours | Hotel and; Breakfast – Included.,Day 03: Drive from Kathmandu to Pokhara (914m.)We drive west to Pokhara. The journey is breathtaking as we follow the gorge of the Trisuli River, passing by lush valleys, terraced rice fields and dramatic landscapes. Eventually we reach Pokhara, a quiet town nestled between the peaceful waters of Phewa Tal (Phewa Lake) and the spectacular Himalayan Annapurna Massif! The rest of the day is free to explore this laid back town. Hire a boat and relax on Phewa Tal, wander the streets of Old Pokhara or visit the Gurkha museum and discover the achievements of this world-renowned regiment.Drive hours: 6 hours | Hotel and; Breakfast – Included.,Day 04: One hour drive Pokhara to Nayapul then begin trek to Tikhedhunga 1525m.We begin our trek at Nayapul, driving to the road head. After 15- minutes short walk along the bank of the Modi Khola, we reach Birethanti (1065m) a large village that has many shops and; teahouses. From there, the trail continues through the village. The trail follows the north bank of the Bhurungdi Khola From there, the trail climbs steadily up the side of the valley to Hille at 1495m. After the short climb, we reach Tikhedhunga at 1525m. This trek offers a short and; relatively easy day, during journey and; allows us to become used to the experience of trekking in Nepal.Drive hour: 1 hour | Trekking hour -4 hours | Lodge, Breakfast, Lunch and Dinner – Included.,Day 05: Trek from Tirkhedhunga to Ghorepani (2675 m.).To begin your trek, you could ascend steeply for the early 2 hours and then ascend gently passing through Ulleri (2070m.) and Banthanti, Magar villages. On the way, you could see good views of Machhapuchhre or Fish Tail (6997m.), Hiunchuli (6441m.), and Annapurna south peak at (7219m.). Now your trail is quite easier passing through forest and descends gently up to the final camp. You could see some of the wild life such as monkey and various species of birds.Trekking hours -6 hours | Lodge, Breakfast, Lunch and Dinner – Included.,Day 06: Trek from Ghorepani to Poonhill (3180m.) to Tadapani (2675m.)We rise early for our morning trip to Poonhill (3232m.) to enjoy the sunrise view over Mt. Dhaulagiri (8167m.), Tukuche Peak (6920m.), Nilgiri (6940m.), Varaha Shikhar (7847m.), Mt. Annapurna I (8091m.), Annapurna South (7219m.), Annapurna III (7855m.), Machhapuchhre (6993m.), Annapurna IV (7525m.), Annapurna II (7937m.), Lamjung Himal (6931m.) and other numerous snowcapped mountain peaks. After breakfast, trek Ghorepani to Tadapani (2650 m.) through the deep forests of rhododendrons, bamboos and oaks. En-route, you frequently see waterfalls, rocks, wild animals, local birds and a lot of green sceneries. Tadapani is a small village surrounded by beautiful forests which grants you a magnificent view of Annapurna South, Hiunchuli, Fishtail, and Annapurna II.Trekking hours – 5 hours | Lodge, Breakfast, Lunch and Dinner – Included.,Day 07: Trek Tadapani to Ghandruk (1940 m).Right after breakfast at hotel your journey leads to Ghandruk which takes about 4 hours. most of the cultural village and the home of Gurung people. The trail mainly thorugh forest and goes gentle down. Evening explore the Gurung museum to know about their traditional cloths and useful equipment.Trekking hours – 5 hours | Lodge, Breakfast, Lunch and Dinner – Included.,Day 08: Trek from Ghandruk to Nayapul (Pokhara) and; Drive to PokharaToday is our last day of Ghorepani trekking. It is very easy trek by descending gently half of the way through the rice field and local villages to Syauli bazaar and walks flat part until Nayapul then drive from Nayapul to Pokhara. It will takes around one and hour to driveTrekking hours – 5 hours | Drive Hours: 1:30hrs | Breakfast, Lunch – Included.,Day 09: Drive Pokhara to KathmanduDrive from Pokhara to Kathmandu by tourist mini bus that takes about seven hours. You can also fly from Pokhara to Kathmandu which takes approximately 25 minutes.Drive Hours: 6hrs | Breakfast, Dinner – Included.,Day 10: Transfer to Kathmandu AirportThis has been a short holiday in Kathmandu valley, but we are sure that you have enjoyed a wonderful vacation with lasting memories for a long time to come. After you’ve had breakfast, our office escorts and; our vehicle will be on standby at your hotel to transfer you to the Airport for your flight back home. We look forward to meeting you again in this amazing country of Nepal.Breakfast – Included."
https://www.nepaltour.info/tours/mardi-himal-trekking/,Mardi Himal Trekking,$780.00,09 Nights / 10 Days,,,,"Day 01: Arrival in Kathmandu, transfer to Hotel (1310M)Day 02: Drive Kathmandu to Pokhara (820M), Rest explore Lakeside Pokhara – 7 hours driveDay 03: Drive to Kande, trek to Deurali – 6 hours Guest houseDay 04: Trek Deurali to Low Camp (3,035M) – 6-7 hours Guest houseDay 05: Trek Low Camp to High Camp (3,590M) – 6 hours Guest houseDay 06: Hike to Upper View Point (4,200M), back to High Camp – 4.5 hours Guest houseDay 07: Trek to Landruk village (1,560M) – 6.5 hours Guest houseDay 08: Trek to Nayapul (1,070M), drive to Pokhara (820M) – 8 hoursDay 09: Drive back to Kathmandu, transfer to Hotel (1310M) – 7 hoursDay 10: Final Departure"
https://www.nepaltour.info/tours/manaslu-larke-pass-trekking/,Manaslu Larke Pass Trekking,"$1,640.00",13 Nights / 14 Days,1 review,5.00 based on 1 review,,"Day 01: 4WD Drive Kathmandu to Soti Khola via Arughat, 7-8 hour driveDay 02: Soti Khola to Macche Khola (710m/2,328 ft), 8 – 9 hours trekDay 03: Maccha Khola to Jagat (1,410m/ 4,625 ft) 6 – 7 hours trek.Day 04: Jagat to Deng (1,804m/5,917 ft) 6 – 7 hours trek.Day 05: Deng to Namrung (2630m/8626ft) 6 – 7 hours trek.Day 06: Trek Namrung to Samagaon (3530m/11,578 ft) 6-7 hours trek.Day 07: Acclimatization Day in Samagaon (possible side trip to Manaslu Base Camp or Bihendra Lake)Day 08: Trek Sama Gaon to Samdo (3860m/12,660 ft) 4 – 5 hours trek.Day 09: Acclimatization Day in Samdo (possible side trip to Tibet border)Day 10: Trek Samdo to Dharmasala (4460 m/14, 629 ft) 4-5 hours trek.Day 11: Trek Dharmasala to Larke Pass and Bimthang (5160m/16,925ft) 5 – 6 hours trek.Day 12: Trek Bimthang to Tilje (1700m/5576 ft) 5 – 6 hours trek.Day 13: Trek Tilje to Tal (1080m/3542 ft) 6 – 7 hours trek.Day 14: Drive Tal to Kathmandu (8-9 hours) drive."
https://www.nepaltour.info/tours/upper-mustang-trekking/,Upper Mustang Trekking,"$1,850.00",Upper Mustang Trekking,1 review,5.00 based on 1 review,,"Day 01: Arrival in Kathmandu / Welcome dinner, O/n at hotel / trek preparationDay 02: Cultural tour / trek preparation / drive to PokharaDay 03: Fly to Jomsom (2725m/ 8,940ft) and trek to Kagbeni (2810m/ 9219ft). walk 3 hrsDay 04: Trek to Chele (2920m / 10,006 ft ) (enter into the restricted upper Mustang area) walk 7 hrsDay 05: Trek to Syangbochen (3800m/ 12467ft) 5-6 hrs.Day 06: Trek to Ghami (3520m/ 11548ft) walk 5 hrs.Day 07: Trek to Tsarnag (3560m/11679ft) 4 hrs.Day 08: Trek to Lo Manthang (3800m/ 12467ft) 4 – 5 hrs.Day 09: Explore day at Lo ManthangDay 10: Trek to Dhakmar (3800m/ 12467ft) 7 – 8 hrs.Day 11: Trek to Syanbochen (3800m/ 12467ft).Day 12: Trek to Chhusang (3040m/ 9973ft) 5 – 6 hrs.Day 13: Trek Chhusang to Muktinath (3710m) walk 6 hrsDay 14: Trek/Drive to Jomsom (2720) – walk 5 hrs or 3 hours driveDay 15: Fly to PokharaDay 16: Drive to KathmanduDay 17: Final Departure"
https://www.nepaltour.info/tours/limi-valley-trek/,Limi Valley Trek,"$3,250.00",,,,,Day 01: Arrival in Kathmandu and transfer to hotelDay 02: Permit Preparation day / Explore Kathmandu sightseeing tourDay 03: Flight from Kathmandu to NepalgunjDay 04: Flight to SimikotDay 05: Trek from Simikot to DharaporiDay 06: Trek from Dharapori to KermiDay 07: Trek from Kermi to YalbangDay 08: Trek from Yalbang to Tumkot KholaDay 09: Trek from Tumkot to Thado DungaDay 10: Trek from Yari to Hilsa via Nara La PassDay 11: Trek from Hilsa to ManipemeDay 12: Trek from Manipeme to Til VillageDay 13: Trek from Til village to Chagzur hot springs via HaljiDay 14: Rest day at Chagzur (Tashi Thang) hot springDay 15: Trek to Jade/Nyalu base campDay 16: Trek from Nyalu base camp to Sheng JungmaDay 17: Trek from Sheng Jungma to Langdogd BaseDay 18: Trek from Langdogd Base to Lekh DingaDay 19: Trek from Lekh Dinga to SimikotDay 20: Flight Simikot- Nepalgunj – KathmanduDay 21: Free day in KathmanduDay 22: Final departure
https://www.nepaltour.info/tours/annapurna-circuit-trek/,Annapurna Circuit Trek,"$1,230.00",Annapurna Circuit Trek,1 review,5.00 based on 1 review,,"Day 01: Arrival Kathmandu and transfer to hotel.Day 02: Kathmandu Sightseeing Tour.Day 03: Drive Kathmandu to Chame (8/9 hours) via jeep.Day 04: Trek Chame to Pisang (3,300m/10824ft): 5 – 6 hoursDay 05: Trek Pisang to Manang 6 – 7 hoursDay 06: Rest day at ManangDay 07: Trek Manang to Yak Kharka (4,110m/13,484ft): 3 – 4 hoursDay 08: Trek Yak Khark to Thorung phedi (4,600m/15,092ft): 3 – 4 hoursDay 09: Trek Thorung Phedi to Muktinath (3,800m/12,467ft) via Thorong La pass (5416m/17764ft): 7 – 8 hoursDay 10: Drive to Tatopani (1,200m/3,937ft): 6 – 7 hoursDay 11: Trek Tatopani to Ghorepani (2,850m/9,350ft): 7 – 8 hoursDay 12: Trek Ghorepani to Poon Hill to Tadapani (2,700m/8,860ft): 6 – 7 hoursDay 13: Trek Tadapani to Pokhara (850m/2,789ft) via Ghandruk: 5 – 6 hours trek, 1 hour driveDay 14: Pokhara free dayDay 15: Pokhara to KathmanduDay 16: Final departure"
https://www.nepaltour.info/tours/gokyo-lakes-trek/,Gokyo Lakes Trek,"$1,495.00",,1 review,5.00 based on 1 review,,"Day 01: Arrival in Kathmandu and transfer to hotelDay 02: Kathmandu – Lukla – Phakding (2,562m/8,700ft): 35min flight, : 8km, 3-4 hrs trekDay 03: Phakding – Namche Bazaar (3,440m/11,280ft): 10km, 6-7 hrsDay 04: Namche Bazaar: Rest and acclimatization dayDay 05: Namche Bazaar – Dole (4,110m/13,152ft): 11km, 5-6 hrsDay 06: Dole – Machhermo (4,470m/14,663ft): 9km, 4-5 hrsDay 07: Machhermo – Gokyo (4,800m/15,744ft): 7km, 3-4 hrsDay 08: Visit Gokyo Ri (5,360m/17,586ft) – trek to Machhermo (4,470m/14,663ft): 10 km, 6-7 hrsDay 09: Machhermo – Namche Bazar (3,440m/11,280ft):13km, 6-7 hrsDay 10: Namche – Lukla (2,880m/9,175ft): 18km, 7-8 hrsDay 11: Fly Lukla – Kathmandu (1,300m/4,264ft): 35 min flight.Day 12: Final Departure | Once is not enough."
https://www.nepaltour.info/tours/upper-dolpo-trek/,Upper Dolpo Trek,"$4,350.00",,1 review,5.00 based on 1 review,,"Day 01: Arrival in Kathmandu (1300m/4264ft)Day 02: Kathmandu: sightseeing and trek preparationDay 03: Fly from Kathmandu to Nepalgunj: 1 hourDay 04: Fly from Nepalgunj to Jhuphal (Dolpo) and trek to Dunai (2,850m/9,348ft): 45 mins flight, 2-3 hours trekDay 05: Trek Dunai to Chhepka (2,896m/9,499ft): 5-6 hoursDay 06: Trek Chhepka to Rachi: 5-6 hoursDay 07: Trek Rachi to Phoksundo Lake (3,611m/11,849 ft) 4-5 hoursDay 08: Acclimatization and rest at Phoksundo LakeDay 09: Trek Phoksundo Lake to Salla Ghari: 5-6 hoursDay 10: Trek Salla Ghari to Kang La Base Camp: 6-7 hoursDay 11: Trek Kang La Base Camp to Shey Gompa (4,500m/14,760ft) via Kang-La pass (5,360m/17,581ft): 5-6 hoursDay 12: Trek Shey Gompa to Namdo Gumba (4,800m/15,744ft) 6-7 hoursDay 13: Trek Namduna Gaun to Saldang (3,620m/ 11,874ft): via Saldang La (5,200m/17,056ft) 4-5 hoursDay 14: Trek Saldang to Yangze Gompa (4,960m/16,267ft): 4-5 hoursDay 15: Trek Yangze Gompa to Sibu (4,560m/14,957ft): 6-7 hoursDay 16: Trek Sibu to Jeng-la Phedi (4,900m/16,072ft): 5-6 hoursDay 17: Trek Jeng-la Phedi to Dho Tarap(4,040m/13,251ft) via Jeng La pass (5,090m/16,695ft): 5-6 hoursDay 18: Rest Day at Dho TarapDay 19: Trek Dho Tarap to Tarap Khola (Kamakharka) (3,800m/12,464ft): 6-7 hoursDay 20: Trek Tarap Khola to Khanigaon(3,150m/10,332ft): 4-5 hoursDay 21: Trek Khanigaon to Tarakot (2,537m/8,321ft): 4-5 hoursDay 22: Trek Tarakot to Jhuphal (2,140m/7,019ft): 6-7 hoursDay 23: Fly from Jhuphal to Nepalgunj and then to KathmanduDay 24: Rest day in KathmanduDay 25: Final departure"
https://www.nepaltour.info/tours/khopra-danda-trek/,Khopra Danda Trek,"$1,080.00",,,,"You will amazing feel on reaching Khopra Ridge (3660 meters) which passes through alpine meadows and green pastures.,You will walk to the Khayar Lake, a sacred pilgrim spot for Hindu people.,You will step to Khopra Danda to catch the stunning views of Dhaulagiri, Nilgiri, Machhapuchhre, Annapurna I, and other mountain peaks in the Annapurna region.,If you are trekking in Spring, you will be walking through the rhododendron blossoms throughout the trek route.,You can take rest on several rest-stops nearby the scattered settlements of Tibetan-like people.,Encounter seldom-visited Brahmin and; Magar settlements of the middle hills","Day 01: Arrival in Kathmandu 1400mDay 02: Flight to Pokhara and; time to explore Pokhara city – 815m -25m flightDay 03: Drive to Nayapul and trek to Tirkhedhunga – 1488m 2 hoursDay 04: Trek from Tirkhedhunga to Ghorepani – 2875m 4-5 hoursDay 05: Trek from Ghorepani to Upper Chistibung – 3000m 5-6 hoursDay 06: Trek from Upper Chistibung to Khopra Danda – 3640m – 3 hoursDay 07: Rest day in Khopra Danda, Day-trip to Khayer Lake – (4660m) 3640m 7-8 hoursDay 08: Trek from Khopra Danda to Tatopani – 1250m 4-5 hoursDay 09: Drive from Tatopani to Pokhara – 815m 4 hours (private jeep)Day 10: Morning flight to Kathmandu 1400mDay 11: Departure"
