Url,Package_Title,Price,Duration,Reviews,Best_season,Trip_route,Highlights,Itinerary
https://www.nepaltravels.com/tour/everest-heli-tour,Everest Helicopter Tour. - 1 Day,"1,200",1 Day,0 reviews,"Match-May, Augist- December",Kathmandu-Everest Region-Kathmandu,,Day 1 - Everest Helicopter Tour
https://www.nepaltravels.com/tour/blue-sheep-himalayan-tahr-hunt,Blue Sheep &amp; Himalayan Tahr Hunt - 16 Days,2,16 Days,0 reviews,March-April &amp; October-November,Kathmandu-Dhorpatan Hunting Reserve-Kathmandu,"Enjoy scenic beauty. Trekking through Nepal’s only hunting reserve, with its abundance of wildlife,See a part of Nepal that around only 500 foreigners visit each year,Close-up views of Dhaulagiri, Putha and Churen Himal, as well as lesser-seen peaks in the west of Nepal,Blue Sheep and Hialayan Tahr is the main species of Hunting,Interact with the unique Magar culture and traditions,Stunning views of Dhaulagiri and other peaks in the western Himalayas.,Witness verities of flora and fauna.,Enjoy the adventurous and challenging hunting  ,Enjoy with the virgin Himalayan Rang ",
https://www.nepaltravels.com/tour/blue-sheep-hunting-in-nepal,Blue sheep Hunting in Nepal - 16 Days,3,16 Days,0 reviews,October-November and March-April,Kathmandu-Dhorpatan-Kathmandu,"Enjoy scenic beauty. Trekking through Nepal’s only hunting reserve, with its abundance of wildlife,See a part of Nepal that around only 500 foreigners visit each year,Close-up views of Dhaulagiri, Putha and Churen Himal, as well as lesser-seen peaks in the west of Nepal,Blue Sheep and Hialayan Tahr is the main species of Hunting,Interact with the unique Magar culture and traditions,Stunning views of Dhaulagiri and other peaks in the western Himalayas.,Witness verities of flora and fauna.,Enjoy the adventurous and challenging hunting  ",
https://www.nepaltravels.com/tour/ ,Kathmandu Nagarkot Tour - 6 Days,350,6 Days,0 reviews,January-May &amp;July - December,kathmandu-Nagarkot,"Visit UNESCO World Heritage site; Durbar Square, Boudhanath Stupa, Pashupatinath Temple, Swoyambhunath, Hanumandhoka, and so on.,Visit Ancient Hindu temple; Changu Narayan temple, Bhaktapur Durbar Square, The Nyatapola Temple, Bhairavnath Temple, Dattatreya Square, and so on.,View scenic spots, sunrise and sunset, and panoramic views of the Himalayans from Nagarkot.,Impressive Mountains view; Manaslu, Ganesh Himal, Mt. Everest, Langtang, Dorje Lakpa, Sisa Pagma, Cho Oyu, Gauri Shankar,Explore the unique culture of native Newar people.
 ,Nepal entry visa and your personal travel insurance of any kind,International airfare,Drinks and main meals while on city like Kathmandu and Pokhara,Tips and items of personal nature expenses like postage, laundry etc,Lunch and dinner,Monument fees during the sightseeing","Day 1 - Arrival in Kathmandu (1,300m/4,264ft).,Day 2 - A full day recreational tour of Kathmandu, the capital valley,Day 3 - Kathmandu &amp; Bhaktapur UNESCO World Heritage sightseeing.,Day 4 - Short drive Bhaktapur to Nagarkot.,Day 5 - From Nagarkot back to Kathmandu.,Day 6 - Final departure"
https://www.nepaltravels.com/tour/nepal-bhutan-tibet-tour,"Nepal, Bhutan &amp; Tibet Tour - 14 Days","3,200",14 Days,0 reviews,March-April &amp; August-November,Nepal-Bhutan-Tibet,,
https://www.nepaltravels.com/tour/himalayan-tahr-hunt,Himalayan Tahr Hunt - 15 Days,"22,500",15 Days,0 reviews,October-November &amp; March-April,Kathmandu-Dhorpatan-Kathmandu,"International Flight Ticket,Travel Insurance incase of emmergency rescue,Staff tipping 10% of the hunt cost,kathmandu Hotel Accommodation with food,Entrance fees during the city tour and guide expenses,Trophies fees and Logistic fees would be USD 800.00",
https://www.nepaltravels.com/tour/everest-mountain-flights-by-plane,Everest Mountain flights by Plane - 1 Day,210,1 Day,0 reviews,August-May,Everest Region,,
https://www.nepaltravels.com/tour/annapurna-helicopter-tour,Annapurna Helicopter Tour - 4 Days,"1,300",4 Days,0 reviews,Every Season,Kathmandu-Pokhara-Annapurna Base Camp,"Scenic Helicopter Tour with utmost views of Annapurna range of mountains and rolling green hills.,Flying over picturesque and dramatic scenery of verdant valley and hills dotted with farm villages.,Exceptional panorama of mountains and glaciers in the comfort of the nice and cozy lodge at base camp.,Swirling high with awesome mountain panorama to scenic Annapurna sanctuary and base camp.,Flying beneath the world’s tenth highest Mt. Annapurna at above 8,091 m with its array of peaks Smooth, and having a great landing within beautiful Annapurna Sanctuary and at base camp above 4,130 m high.,Fly over the snow-peaked mountains and deepest gorge.,Spectacular Himalayas, Annapurna, Fishtail, Manaslu and Dhaulagiri.,Amphitheatre shape of Annapurna base camp.,Fly over rhododendron and oak forest.,Lunch and Dinner at Pokhara and Kathmandu,Entrance fees during the sight seeing,Travel Insurance,items not mention on inclusion part","Day 1 - Arrival in Kathmandu (1,300m/4,264ft).,Day 2 - Kathmandu sightseeing afternoon fly to Pokhara,Day 3 - Heli tour Annapurna Base Camp evening fly back to Kathmandu,Day 4 - Final destination back home country"
https://www.nepaltravels.com/tour/upper-mustang-biking-tour,Upper Mustang Biking Tour - 17 Days,"2,500",17 Days,0 reviews,March-June &amp; August-November,Pokhara-Kaghbeni-Jomsom-Lo-Manthang,"Awesome mountain biking experience,Cultural and Buddhism heritage,Access to what used to be a restricted area,Untouched lifestyle – no modernization,Amazing topography and cultural shock,Enriched by Tibetan culture,Top bucket list biking destination,Epic ride and epic flights in between two 800+ meter peaks,Meeting local people with a traditional greeting,Prayers flags and clockwise rounding of Monasteries,Eternal flame, mixed Buddhist, and Hindu culture,Apple garden, apple cider, and apple brandy,Himalayan high desert to tropical topography,View 3 eight-thousand-meter peaks from one place.,Biking through ages old infrastructure and salt trading route to Tibet,Hustle and bustle city of Kathmandu with lots of temple and monasteries,Nepal entry visa and your personal travel insurance of any kind,International airfare,Drinks and main meals while on city like Kathmandu and Pokhara,Tips and items of personal nature expenses like postage, laundry etc
 ","Day 1 - Arrival in Kathmandu (1,300m/4,264ft).,Day 2 - Permits Procedure and afternoon flight to Pokhara.,Day 3 - Fly from Pokhara to Jomsom (2710m), 20 minutes and a biking trip to Kagbeni (2800m).,Day 4 - Biking Trip from Kagbeni to Muktinath (3800m). ,Day 5 - Biking Trip from Muktinath to Chele (3050m), Distance: 18Km.,Day 6 - Biking Trip from Chele to Syangboche (3800m), Distance: 20km.,Day 7 - Biking Trip from Syangboche to Tsarang (3560m), Distance: 22 km.,Day 8 - Biking Trip from Tsarang to Lo-Manthang (3800m), Distance: 20Km.,Day 9 - In and Around Lo-Manthang (3800m).,Day 10 - Biking Trip from Lo-Manthang to Ghami (3510m) via Ghar Gompa.,Day 11 - Biking Trip from Ghami to Samar (3620m), Distance: 32Km,Day 12 - Biking Trip from Samar to Marpha (2670m), Distance: 30km,Day 13 - Biking Trip from Marpha to Tatopani (1190m), Distance: 45Km,Day 14 - Biking Trip from Tatopani to Beni (1000m), Distance: 18Km, then Drive to Pokhara.,Day 15 - Fly from Pokhara to Kathmandu for 25 minutes.,Day 16 - Kathmandu rests day and enjoys farewell dinner.,Day 17 - Final Departure from Kathmandu."
https://www.nepaltravels.com/tour/everest-helicopter-tour,Everest Helicopter Tour - 4 Days,"1,700",4 Days,0 reviews,February-June &amp; August - December,Kathmandu-Lukla-Everest Base Camp,"Everest Base Camp,Mt. Pumori, Mt. Everest and its neighbouring mountains,Khumbu Glacier.,Sherpa Village.,Thrilling view of Lukla Airport.,Gokyo Lake.,Breakfast at one of the highest helipad; Everest View hotel.,Fly over Everest Himalayan Range.,International Flight Ticket,Lunch and Dinner at Kathmandu,Monument fees during the sight seeing,Tipping for duide and driver expected.","Day 1 - Arrival in Kathmandu (1,300m/4,264ft).,Day 2 - Sightseeing in Kathmandu and tour preparations.,Day 3 - Helicopter tour, fly over Everest Region,Day 4 - Final departure fly back to your home country"
https://www.nepaltravels.com/tour/chitwan-national-park,Chitwan National Park - 4 Days,300,4 Days,0 reviews,August-June,Kathmandu-Chitwan-Kathmandu,,
https://www.nepaltravels.com/tour/rara-and-jumla-trek,Rara and Jumla trek - 14 Days,"2,500",14 Days,0 reviews,March-April &amp; August-November,Kathmandu-Nepaljung-Dunai-Rara lake-Jumla,"The Rara lake itself serene and beautiful surrounded by numerous wild colourful flowers and grenery,The trail that chases the final stage of world’s one of the longest trekking trails- Great Himalayan Trail,Isolated Yari Valley,Encounter with unique culture and traditions of Native People,Explore breath-taking Rara Lake,Visit Rara National Park,Witness wildlife and Bird species,Stunning Mountains Views,Jumla Valley,Scenic Flight,Nepal entry visa and your personal travel insurance of any kind,International airfare,Drinks and main meals while on city like Kathmandu and Pokhara,Tips and items of personal nature expenses like postage, laundry etc","Day 1 - Arrival at Tribhuvan International Airport.,Day 2 - Kathmandu sightseeing.,Day 3 - Nepaljung - Fly Jumla - Danphe Lagna (3300m).,Day 4 - Danphe Lagna – Chautha (2770m).,Day 5 - Chautha – Dhotu (2380m).,Day 6 - Dhotu – Rara Lake (2980m).,Day 7 - Rest Day in Rara Lake (2990m).,Day 8 - Rara Lake - Gorosingha (3190m).,Day 9 - Gorusingha - Sinja (2440m).,Day 10 - Sinja - Jaljala Chaur (3270m).,Day 11 - Jaljal Chaur - Jumla (2370m).,Day 12 - Jumla to Back Nepalgunj and Kathmandu.,Day 13 - Kathmandu Rest Day and enjoy farewell dinner.,Day 14 - Final Departure."
https://www.nepaltravels.com/tour/blue-sheep-hunting,Dhorpatan Hunting reserve trekking - 11 Days,"2,200",11 Days,0 reviews,October-November &amp; March-April,Kathmandu-Dhorpatan Hunting Reserve-Kathmandu,"Enjoy scenic beauty. Trekking through Nepal’s only one hunting reserve, with its abundance of wildlife,See a part of Nepal that around only 100 foreigners visit each year,Close-up views of Dhaulagiri, Putha Himal, Churan Himal as well as lesser-seen peaks in the west of Nepal,Interact with the unique Magar culture and traditions,Stunning views of Dhaulagiri and other peaks in the western Himalayas.,Witness verities of flora and fauna.,Enjoy the adventurous and challenging hunting  ,Blue sheep, Himalayan Tahr, Munjack and wild-boar,Nepal entry visa and your personal travel insurance of any kind,International airfare,Drinks and main meals while on city like Kathmandu and Pokhara,Tips and items of personal nature expenses like postage, laundry etc","Day 1 - Arrival Kathmandu and transferred to Hotel (1360m).,Day 2 - Full Day Kathmandu Valley Sightseeing.,Day 3 - Kathmandu to Pokhara and Darbang.,Day 4 - Darbang to Lamsung (2160m/7086ft). ,Day 5 - Lamsung to Jaljala(3430m/11253ft).,Day 6 - Jaljala to Dhorpatan (2860m/9383ft).,Day 7 - Explore Dhorpatan and trek to Phagun Phedi (3850m/12631ft).,Day 8 - Phagun Phedi to Gurjaghat (3104m/10183ft).,Day 9 - Gurjaghat to Patichaur (2097m/6883ft).,Day 10 - Patichaur to Pokhara and back to Kathmandu.,Day 11 - Final Departure."
https://www.nepaltravels.com/tour/mera-peak-climbing,Mera Peak Climbing  - 18 Days,"2,900",18 Days,0 reviews,March-April &amp; August-November,Lukla-Chotanga-Kothe-Khare-Mera High camp,"Visit UNESCO World Heritage Sites such as; Hanuman, Dhoka Square, Pashupatinath Temple, Swoyambhunath, Boudhanath Stupa and so on.,Some beautiful mountains view from Lukla valley they are Cho Yu, Numbur Himal, Kongde peak, Kusum Khangru and many more.,Splendid views of Himalayas; Mera peaks, Mera North, Mera Central, Mera South from Thuli Kharka.  ,Incredible views across to Baruntse (7129m), Chamlang (7319m) and Nau Lekh (6360m) with Makalu (8481m) looming behind.  ,Spectacular views of Kongdi Ri, Numbur Himal, Karyolang peak and many other mountains peaks from Chatara La.,Climb with the scenery of the beautiful Rhododendron and Pin forests.
 ,Nepal entry visa and your personal travel insurance of any kind,International airfare,Drinks and main meals while on city like Kathmandu and Pokhara,Tips and items of personal nature expenses like postage, laundry etc,Meal like lunch/dinner at Kathmandu,Monument fees during the sight seeing where as necessary","Day 1 - Welcome at Kathmandu Airport.,Day 2 - A full day recreational tour of Kathmandu, the capital valley,Day 3 - Flight from Kathmandu to Lukla (2652m).,Day 4 - Lukla trek to Chutanga (3200m).,Day 5 - Chutanga trek to Chatara la (4500m).,Day 6 - Chatara La - Kothe (3800m).,Day 7 - Kothe to Thagnak (4300m).,Day 8 - Thangnak to Khare (BC) (5000m).,Day 9 - Acclimatization day in Khare.,Day 10 - Khare to Mera High Camp (5800m).,Day 11 - Exploration day.,Day 12 - High camp-climb to Mera peak (6400m) back to Khare.,Day 13 - Trek back to Kothe.,Day 14 - Trek back to Thuli Kharka.,Day 15 - Trek back to Lukla.,Day 16 - Flight from Lukla to Kathmandu.,Day 17 - Free day in Kathmandu and enjoy Farewell dinner.,Day 18 - Final Departure."
